FileName,Duration,Maximum Rainfall (per hour),Maximum accumulation Rainfall (per grid),Minimum accumulation Rainfall (per grid),Average accumulation Rainfall (all grid),TYPE,tide (m)
Event_00005_Rainfall.nc,126,14,623,0,213,3,0.26
